store_name,location,event_type,event_date,status,short_description,article_link,published_date,source_batch,Date_Appended
Chipotle Mexican Grill (Milton),"Milton, Ontario, Canada (address not specified)",Opening,2026,opening Milton location in 2026,Article could not be fetched (403 error). Title indicates Chipotle Mexican Grill is opening a Milton location in 2026. No further details available.,https://www.insidehalton.com/business/chipotle-mexican-restaurant/article_92d2a8f6-3bcc-5d82-923b-de655bae47cf.html,2026-05-13 10:00:00,newsbatch_22_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article is about a Pringles product launch activation outside One Stop Carlton Convenience near Manchester — no opening or closure event.,https://www.conveniencestore.co.uk/stores/burger-king-pringles-and-ai-collide-outside-a-salford-one-stop-store/718828.article,2026-05-13 09:39:33,newsbatch_22_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (404 error). Title indicates a home furnishings retailer is closing an Ohio store as part of restructuring. No further details available.,https://www.interiordaily.com/article/9837386/home-furnishings-retailer-continues-restructuring-with-ohio-store-closure/,2026-05-13 09:03:37,newsbatch_22_output,2026-05-15
"Aldi (Wainfleet Road, Boston, Lincolnshire)","Off Wainfleet Road, Boston, Lincolnshire, UK (address not specified)",Opening,Not specified,plans for new store submitted; consultation underway,"Aldi has revealed multi-million pound plans for a new food store on the eastern outskirts of Boston, Lincolnshire, off Wainfleet Road, to be part of a development also including a petrol filling station and drive-through coffee shop. Aldi declined to comment on how the plans would affect its existing Queen Street branch or the previously approved Swineshead Road store.",https://www.lincolnshireworld.com/business/aldi-declines-to-comment-on-how-plans-for-new-store-in-boston-would-affect-existing-site-in-town-and-one-already-approved-for-development-8542758,2026-05-13 09:02:00,newsbatch_22_output,2026-05-15
La Fiesta Market,"605 W. Market St., Crawfordsville, IN (zip not specified)",Opening,Not specified,ribbon cutting ceremony celebrated; open,"The Crawfordsville/Montgomery County Chamber of Commerce hosted a ribbon cutting ceremony to celebrate the new location of La Fiesta Market at 605 W. Market St. in Crawfordsville. Owned by Adan and Maria Perez, the neighborhood grocery store offers fresh foods, essentials, specialty items, and culturally diverse products. Store hours are 9 a.m. to 9 p.m. Monday through Saturday and 9 a.m. to 7 p.m. Sunday.","https://www.journalreview.com/stories/chamber-celebrates-opening-of-la-fiesta-market,392773",2026-05-13 09:00:00,newsbatch_22_output,2026-05-15
Chex Wings & Grill (Greenville),"1451 Woodruff Road, Greenville, SC (zip not specified)",Opening,Not specified,coming soon,"Chex Wings & Grill announced on May 8 it will open a new location at 1451 Woodruff Road within the Shoppes at Woodruff mall in Greenville, marking its first expansion into the Upstate and potentially its sixth South Carolina location. No opening date has been announced.",https://www.postandcourier.com/greenville/business/chex-wings-restaurant-greenville-sc-woodruff-road/article_43523be7-460c-4fa5-9b79-55a2e42ee311.html,2026-05-13 09:00:00,newsbatch_22_output,2026-05-15
Chex Wings & Grill (Columbia – Harbison),"Harbison Boulevard area, Columbia, SC (near Interstate 26; address not specified)",Opening,Not specified,"""stay tuned"" for second Columbia location","Chex Wings & Grill posted ""stay tuned"" on May 8 for a second Columbia location at a shopping center in the Harbison Boulevard area just off Interstate 26. The brand's first Columbia spot opened in October 2024 on Rosewood Drive.",https://www.postandcourier.com/greenville/business/chex-wings-restaurant-greenville-sc-woodruff-road/article_43523be7-460c-4fa5-9b79-55a2e42ee311.html,2026-05-13 09:00:00,newsbatch_22_output,2026-05-15
Saks (San Antonio),"San Antonio, TX (address not specified)",Closing,Not specified,closing San Antonio store,MSN page returned no article content. Title indicates Saks is laying off 71 employees as it closes its San Antonio store. No further details available.,https://www.msn.com/en-us/money/companies/saks-laying-off-71-employee-as-it-closes-san-antonio-store/ar-AA1YzCZl,2026-05-13 08:48:32,newsbatch_22_output,2026-05-15
Burlington (Fort Gratiot),"4715 24th Ave., Fort Gratiot Center, Fort Gratiot, MI (zip not specified)",Opening,"May 15, 2026",set to open May 15,"Burlington is opening a new store on May 15 at 4715 24th Ave. in Fort Gratiot Center, marking its 36th Michigan location, in the former Dick's Sporting Goods site. The store will feature Burlington's updated layout with wider aisles and clearer signage, and the first 100 customers each day on May 15 and 16 will receive a $10 bonus card.",https://www.aol.com/news/burlington-sets-date-opening-fort-151245891.html,2026-05-13 08:12:36,newsbatch_22_output,2026-05-15
Goodwill Niagara (Fort Erie),"Garrison Road, Fort Erie, ON, Canada (address not specified)",Opening,Not specified,hiring for new store,Article could not be fetched (403 error). Title indicates Goodwill Niagara is hiring for a new Fort Erie store on Garrison Road. No further details available.,https://forterieradio.ca/goodwill-niagara-hiring-for-new-fort-erie-store-on-garrison-road/,2026-05-13 07:52:53,newsbatch_22_output,2026-05-15
Harveys Supermarket,"201 W. 48th St., Jacksonville, FL (zip not specified)",Closing,Not specified (lease expires 2029; agreed to stay open at least 3 more years),slated for closure; agreed to remain open at least three more years per new incentive agreement,"A Harveys Supermarket at 201 W. 48th St. in Jacksonville was slated for closure but Winn-Dixie agreed to keep it open for at least three more years as part of a proposed economic incentive agreement with Jacksonville City Council. The council had previously deferred a vote after residents warned the closure would create a food desert. The store's lease expires in 2029, and Winn-Dixie committed to using ""commercially reasonable efforts"" to extend it.",https://www.aol.com/news/city-council-vote-winn-dixie-131556623.html,2026-05-13 07:46:35,newsbatch_22_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,PressReader page returned no article body content. Title indicates Dunkin' Donuts plans to open hundreds of locations across Canada. No extractable details available.,https://www.pressreader.com/canada/national-post-latest-edition/20260513/281913074742326,2026-05-13 07:41:15,newsbatch_22_output,2026-05-15
Wicked Good Stuffies,"108 County St., Somerset, MA (zip not specified)",Opening,Mid-May 2026,opening in mid-May,"Wicked Good Stuffies is preparing to open at 108 County St. in Somerset, MA in mid-May, offering scratch-made coastal staples centered on stuffed quahogs. The restaurant is a sister concept to Railway Pie, owned by chef Paul Booras, and will feature a quick-service format with stuffies and chowder available to go or to take home and bake.",https://www.aol.com/news/somerset-stuffie-watch-green-jar-080151723.html,2026-05-13 07:12:37,newsbatch_22_output,2026-05-15
Shake Shack (Colorado Springs – second location),"Colorado Springs, CO (address not specified)",Opening,Not specified,opens second Colorado Springs location,Article could not be fetched (403 error). Title indicates Shake Shack has opened its second Colorado Springs location. No further details available.,https://gazette.com/2026/05/13/shake-shack-opens-second-colorado-springs-location/,2026-05-13 07:00:00,newsbatch_22_output,2026-05-15
Cruiseabout,"Erina Fair Shopping Centre, NSW Central Coast",Opening,Not specified,has opened its ninth store,Cruiseabout has opened its ninth store at Erina Fair Shopping Centre. The store was officially opened by the Mayor of the Central Coast and attended by customers and cruise line partners. Team Leader Chelsea Hayes heads the Erina team.,https://travelweekly.com.au/cruiseabout-opens-ninth-store-on-the-nsw-central-coast/,2026-05-13 06:59:28,newsbatch_23_output,2026-05-15
Cruiseabout,"Erina Fair Shopping Centre, NSW Central Coast",Opening,Not specified,has officially opened its ninth Australian store,Cruiseabout has officially opened its ninth Australian store at Erina Fair Shopping Centre on the New South Wales Central Coast. The opening was attended by the Central Coast Mayor and cruise line partners. The brand plans to open its tenth store at Indooroopilly Shopping Centre in Brisbane imminently.,https://karryon.com.au/industry-news/cruise/cruiseabout-opens-major-new-nsw-store/,2026-05-13 05:38:15,newsbatch_23_output,2026-05-15
P.J. Whelihan’s,"Village at Newtown shopping center off South Eagle Road, Newtown Township",Opening,May 4,"now open / hosted its grand opening on Monday, May 4","P.J. Whelihan’s opened its newest Bucks County location in Newtown Township on May 4, marking the brand’s 26th location. The sports bar and restaurant replaces Iron Hill Brewery in the Village at Newtown shopping center.",https://www.aol.com/news/popular-sports-bar-opens-newtown-215933537.html,2026-05-13 05:17:02,newsbatch_23_output,2026-05-15
Wawa,Clarksville,Opening,June,set to open in June,Wawa’s first Tennessee store in Clarksville is set to open in June.,https://www.msn.com/en-us/money/companies/ready-for-wawa-first-tn-store-in-clarksville-set-to-open-in-june/ar-AA22UNpm,2026-05-13 05:08:53,newsbatch_23_output,2026-05-15
Food City,Madison,Opening,Not specified,announces groundbreaking for new Madison location,Food City announces groundbreaking for a new Madison location.,https://www.msn.com/en-us/foodanddrink/foodnews/food-city-announces-groundbreaking-for-new-madison-location/ar-AA22UNl8,2026-05-13 05:07:29,newsbatch_23_output,2026-05-15
KP’s Kitchen & Bar,Bellaire,Closing,May 31,last day of business is May 31,KP’s Kitchen & Bar Bellaire location will close on May 31. Owner Kerry Pauly will focus on the Memorial location after operating two restaurants.,https://communityimpact.com/houston/bellaire-meyerland-west-university/dining/2026/05/13/kps-kitchen-bar-to-close-bellaire-location/,2026-05-13 05:00:00,newsbatch_23_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://wgrv.com/boys-and-girls-club-expected-to-open-in-june/,2026-05-13 04:28:45,newsbatch_23_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://sebd.in/five-guys-store-closures-2026/,2026-05-13 03:50:36,newsbatch_23_output,2026-05-15
Cozey,"160 Fifth Ave., Manhattan (Flatiron District)",Opening,Not specified,opening its first permanent U.S. store,"Cozey is opening its first permanent U.S. store at 160 Fifth Ave. in Manhattan’s Flatiron District. The 10,146-square-foot space was previously occupied by Club Monaco and Ralph’s Coffee.",https://www.costar.com/article/302181666/fast-growing-furniture-brand-cozey-to-open-first-permanent-us-store,2026-05-13 03:36:11,newsbatch_23_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.duluthnewstribune.com/news/local/chipotle-eyeing-second-duluth-location,2026-05-13 03:30:00,newsbatch_23_output,2026-05-15
Ho-Chunk Gaming Beloit Casino,Beloit,Opening,"September 26, 2026",set for September 2026 opening,"Ho-Chunk Gaming Beloit Casino is set to open on September 26, 2026. The casino floor will cover more than 240,000 square feet with 1,500 gaming machines.",https://igaming.org/casino-news/ho-chunk-gaming-beloit-casino-set-for-september-2026-opening/,2026-05-13 03:00:00,newsbatch_23_output,2026-05-15
Ford’s Garage,Delaware car dealership,Opening,Not specified,to open at a Delaware car dealership,Ford’s Garage to open at a Delaware car dealership.,https://www.nrn.com/restaurant-franchising/ford-s-garage-to-open-at-a-delaware-car-dealership,2026-05-13 02:59:21,newsbatch_23_output,2026-05-15
Ebenezer Stone Ministries,"new Burnham Street warehouse, Milwaukee",Opening,Not specified,reopened,Ebenezer Stone Ministries reopened in a new Burnham Street warehouse after flooding shut down its south side facility. The nonprofit redistributes food to 42 pantries.,https://www.aol.com/news/milwaukee-food-pantry-reopens-flooding-022237036.html,2026-05-13 02:34:58,newsbatch_23_output,2026-05-15
SweetMilk Breakfast and Lunch,"Lovers Lane, Bowling Green",Opening,Not specified,opened,SweetMilk opened its second location in Bowling Green on Lovers Lane. The restaurant offers breakfast and lunch items.,https://www.wnky.com/new-restaurant-opens-second-location-in-bowling-green-2/,2026-05-13 01:46:29,newsbatch_23_output,2026-05-15
Walgreens,Chicago,Closing,Not specified,to close Chicago store,Walgreens to close a Chicago store after losing over $1M due to rampant theft and falling sales.,http://www.msn.com/en-us/money/companies/walgreens-to-close-chicago-store-after-losing-over-1m-due-to-rampant-theft-falling-sales/ar-AA22WnEv?ocid=hplocalnews&apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-05-13 01:41:27,newsbatch_23_output,2026-05-15
Black Mountain,"Black Mountain, NH",Closing,May 17,to close May 17,Black Mountain will close for the season on May 17 after a historic 7-month ski season.,https://snowbrains.com/black-mountain-nh-to-close-may-17-after-historic-7-month-ski-season/,2026-05-13 01:31:20,newsbatch_23_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.msn.com/en-in/travel/news/universal-studios-orlando-announces-closure-of-much-loved-area/ar-AA22ConC?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-05-13 00:54:14,newsbatch_23_output,2026-05-15
Dime Store,Rochester Hills,Closing,Mother’s Day,closing on Mother’s Day,Dime Store's Rochester Hills location is closing on Mother’s Day.,https://www.msn.com/en-us/foodanddrink/foodnews/dime-store-s-rochester-hills-location-closing-on-mother-s-day/ar-AA22BAsl?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-05-12 23:52:28,newsbatch_23_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.starnewsonline.com/story/news/local/2026/05/12/target-hosts-preview-event-at-second-store-in-wilmington-nc/89933644007/,2026-05-12 23:45:00,newsbatch_23_output,2026-05-15
Genesis BBQ,"MEGA Alma-Ata, Almaty, Kazakhstan (Address not specified)",Opening,"April 29, 2026",opened April 29,"Genesis BBQ opened its first Kazakhstan store on April 29 inside the MEGA Alma-Ata shopping center in Almaty, following a master franchise deal signed in December with Restopark KZLLP Group. The company plans to expand to 20 Almaty locations by end of June, enter Astana by end of September, and reach 100 Kazakhstan locations by year-end.",https://www.koreatimes.co.kr/amp/business/companies/20260511/genesis-bbq-enters-central-asia-with-1st-kazakhstan-store,2026-05-11 06:07:00,newsbatch_24_output,2026-05-15
No qualifying business found (MSN shell),N/A,N/A,N/A,N/A,MSN page returned no article body — only the MSN shell/wrapper with no article content.,https://www.msn.com/en-us/health/healthtrending/popular-barbecue-chain-abruptly-closes-all-locations-nationwide/ar-AA226zkJ,2026-05-11 05:32:48,newsbatch_24_output,2026-05-15
No qualifying business found (fetch failed),N/A,N/A,N/A,N/A,Article could not be fetched (429 Too Many Requests).,https://www.ithaca.com/news/ithaca/seneca-street-garage-to-close-permanently-downtown-businesses-say-they-are-already-hurting/article_53bce38d-d6c8-4494-a929-50d288396824.amp.html,2026-05-11 05:06:28,newsbatch_24_output,2026-05-15
No qualifying business found (fetch failed),N/A,N/A,N/A,N/A,Article could not be fetched (403 Forbidden).,https://www.bizjournals.com/seattle/news/2026/05/10/badminton-bellevue-club-tukwila-southcenter.html,2026-05-11 05:05:00,newsbatch_24_output,2026-05-15
Wingstop,"Hanley, Stoke-on-Trent (Address not specified)",Opening,Not specified,opening a brand-new Wingstop restaurant,"Wingstop is opening its first-ever Stoke-on-Trent branch in Hanley, with a general manager currently being recruited at a salary of up to £46,500 per year. The exact location and opening date have not yet been disclosed.",https://www.stokesentinel.co.uk/news/stoke-on-trent-news/wingstop-opening-first-stoke-trent-10955512,2026-05-11 05:00:00,newsbatch_24_output,2026-05-15
No qualifying business found (MSN shell),N/A,N/A,N/A,N/A,MSN page returned no article body — only the MSN shell/wrapper with no article content.,https://www.msn.com/en-us/travel/tripideas/universal-orlando-permanently-closing-opening-day-islands-of-adventure-land-for-major-new-themed-area/ar-AA22Cuny,2026-05-11 04:14:20,newsbatch_24_output,2026-05-15
No qualifying business found (MSN shell),N/A,N/A,N/A,N/A,MSN page returned no article body — only the MSN shell/wrapper with no article content.,https://www.msn.com/en-us/news/us/from-rescue-to-retail-exotic-animal-store-opens-in-rutland/ar-AA21fpG3,2026-05-11 03:20:07,newsbatch_24_output,2026-05-15
No qualifying business found (fetch failed),N/A,N/A,N/A,N/A,Article could not be fetched (403 Forbidden).,https://www.bizjournals.com/nashville/news/2026/05/10/upscale-restaurant-closes-hits-market-for-16-5m.html,2026-05-11 03:10:00,newsbatch_24_output,2026-05-15
No qualifying business found (MSN shell),N/A,N/A,N/A,N/A,MSN page returned no article body — only the MSN shell/wrapper with no article content.,https://www.msn.com/en-us/travel/news/kendra-scott-oddfellows-ice-cream-among-13-brands-opening-expanding-at-fl-outdoor-mall/ar-AA21riIb,2026-05-11 02:57:49,newsbatch_24_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article confirms Sarkis Cafe at 2628–2632 Gross Point Road is NOT closing and continues to operate; there is no opening or closure event to extract.,https://www.therecordnorthshore.org/2026/05/10/no-sarkis-is-not-closing-but-changes-may-be-coming/,2026-05-11 02:35:46,newsbatch_24_output,2026-05-15
No qualifying business found (MSN shell),N/A,N/A,N/A,N/A,MSN page returned no article body — only the MSN shell/wrapper with no article content.,https://www.msn.com/en-us/news/us/pittsburgh-post-gazette-avoids-closure-will-continue-to-publish-thanks-to-nonprofit-sale/ar-AA20SwA6,2026-05-11 02:34:42,newsbatch_24_output,2026-05-15
No qualifying business found (MSN shell),N/A,N/A,N/A,N/A,MSN page returned no article body — only the MSN shell/wrapper with no article content.,https://www.msn.com/en-us/travel/tripideas/salt-city-coffee-s-newest-onondaga-county-location-is-open/ar-AA22mBXU,2026-05-11 02:32:06,newsbatch_24_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article covers speculative opening timelines for Disneyland Resort theme park rides and infrastructure; no retail or restaurant opening or closure is reported.,https://mickeyvisit.com/when-disneyland-new-rides-open-may-4-2026/,2026-05-11 02:20:41,newsbatch_24_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article covers nominations for the 2026 WA Youth Awards; no retail or restaurant opening or closure is reported.,https://www.miragenews.com/nominations-open-for-2026-wa-youth-awards-1670737/,2026-05-11 02:08:00,newsbatch_24_output,2026-05-15
Genesis BBQ (Kazakhstan — 1st store),"MEGA Alma-Ata, Almaty, Kazakhstan (Address not specified)",Opening,Not specified (recently opened),has opened its first store in Central Asia,"Genesis BBQ opened its first Central Asian store at Mega Almaata in Almaty, Kazakhstan, as announced by Genesis BBQ Group on May 11. The company plans to open 20 stores in Almaty during the first half of the year and enter the capital Astana in Q3, targeting 100 Kazakhstan stores by year-end.",https://www.mk.co.kr/en/business/12043064,2026-05-11 02:03:45,newsbatch_24_output,2026-05-15
No qualifying business found (MSN shell),N/A,N/A,N/A,N/A,MSN page returned no article body — only the MSN shell/wrapper with no article content.,https://www.msn.com/en-us/travel/outdoor-activities/cabot-s-new-golf-course-in-canada-to-open-for-preview-play-this-fall/ar-AA22whHh,2026-05-11 00:49:51,newsbatch_24_output,2026-05-15
No qualifying business found (MSN shell),N/A,N/A,N/A,N/A,MSN page returned no article body — only the MSN shell/wrapper with no article content.,https://www.msn.com/en-us/travel/tripideas/sabrina-s-cafe-plans-to-bring-its-brunches-to-a-new-location-in-queen-village/ar-AA22Cnb5,2026-05-11 00:44:05,newsbatch_24_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article page returned no body content — empty article.,https://local12.com/news/local/publix-sets-opening-date-for-second-store-in-greater-cincinnati-will-employ-140-workers-employment-jobs-careers-hiring-grocery-chain-cold-spring-kentucky-alexandria-pike-location-walton,2026-05-10 22:59:47,newsbatch_24_output,2026-05-15
Panera Bread,"219 East Middle Lane, Rockville Town Center, Rockville, MD (no zip code mentioned)",Closing,"May 19, 2026","last day of business is expected to be Tuesday, May 19","The Panera Bread at 219 East Middle Lane in Rockville Town Center is expected to permanently close on May 19, 2026, with its space actively being marketed for lease. This is one of two Montgomery County Panera Bread locations nearing closure.",https://mocoshow.com/2026/05/10/panera-bread-set-to-close-permanently-on-may-19th/,2026-05-10 22:23:48,newsbatch_24_output,2026-05-15
Panera Bread,"18141 Town Center, Olney, MD (no zip code mentioned)",Closing,Late May or early June 2026,expected to permanently close in late May or early June,"The Panera Bread at 18141 Town Center in Olney, MD is expected to permanently close in late May or early June 2026, based on employee statements, with its leasing space listed as ""negotiating."" Corporate representatives have not confirmed the closure.",https://mocoshow.com/2026/05/10/panera-bread-set-to-close-permanently-on-may-19th/,2026-05-10 22:23:48,newsbatch_24_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article page returned only navigation links with no article body content.,https://www.theconnecticutscoop.com/all-new-haven-county-posts/branford-scoop-oreilly-auto-parts-eyeing-branford-location,2026-05-10 22:08:16,newsbatch_24_output,2026-05-15
Lotus of Siam,"Sahara Avenue, Las Vegas (Address not specified)",Opening,2026-05-08 (Friday prior to publish date),soft opening,"Lotus of Siam reopened its original Sahara Avenue location with a soft opening, returning to the space where it first launched in 1999. The reopened restaurant features custom design elements, an expanded 6,000-bottle wine cellar, and a new bar concept called Naam Jai. A limited throwback menu is available during the initial phase, with dinner service Wednesday through Sunday.",https://www.fox5vegas.com/2026/05/10/lotus-siam-reopens-original-sahara-avenue-location/,2026-05-10 21:59:00,newsbatch_25_output,2026-05-15
Burlington,"Fort Gratiot Center, 4715 24th Ave., Fort Gratiot, MI (zip code not specified)",Opening,"May 15, 2026",set to open,"Burlington is set to open its 36th Michigan location on May 15 at Fort Gratiot Center, a former Dick's Sporting Goods site. The store will feature the retailer's updated layout with wider aisles and clearer signage. A ribbon-cutting ceremony is planned for May 15 and 16, with $10 bonus cards for the first 100 customers each day.",https://www.aol.com/news/burlington-sets-date-opening-fort-151245891.html,2026-05-10 21:56:30,newsbatch_25_output,2026-05-15
Weber Grill Restaurant,Orland (Address not specified),Opening,Not specified,opening soon,"Weber Grill Restaurant is holding a job fair for its upcoming Orland location ahead of opening. No further details about the address, opening date, or event specifics are available from the article text provided.",https://www.msn.com/en-us/money/companies/weber-grill-restaurant-holding-job-fair-for-orland-location-ahead-of-opening/ar-AA21zQod,2026-05-10 21:34:51,newsbatch_25_output,2026-05-15
American Crafted Furniture,"6639 Airport Highway, Holland, Ohio",Opening,"May 16, 2026","Grand Opening on May 16, 2026","A new furniture showroom launched by Archbold Furniture is set to hold its official Grand Opening on Saturday, May 16 with a ribbon cutting at 10 a.m. The store features 100% American-made furniture through partnerships with Archbold Furniture and Norwalk Furniture. On the grand opening day, 10% of sales will go to the Springfield Schools Foundation.",https://www.13abc.com/2026/05/13/new-furniture-store-featuring-american-made-craftsmanship-hold-grand-opening/,2026-05-13 01:11:00,newsbatch_2_output,2026-05-15
No qualifying business found (paywall/no content),N/A,N/A,N/A,N/A,Article content could not be retrieved — likely behind a paywall or access-restricted.,https://www.timeout.com/newyork/news/the-talents-behind-kelloggs-diner-and-nura-just-opened-an-excellent-raw-bar-and-restaurant-in-williamsburg-051426,2026-05-14 21:51:24,newsbatch_2_output,2026-05-15
El Jaripeo,"104 Hubbard Street, Downtown Allegan",Opening,"May 18, 2026","soft opening on May 18, 2026","Fennville-based El Jaripeo is preparing to open its second location in downtown Allegan, with a soft opening date set for Monday, May 18. The restaurant group reportedly waited for their liquor license before announcing the date. A grand opening celebration is expected to follow the soft opening.",https://wkfr.com/el-jaripeo-allegan-opening/,2026-05-14 21:32:38,newsbatch_2_output,2026-05-15
The Social at Olympia,Oconomowoc (address not specified),Opening,January 2027,plans to open in early 2027,Nathan Stoppenbach and partners are planning an entertainment complex called The Social in Oconomowoc. The article indicates an anticipated opening in early 2027. No further details were available from the truncated article content.,https://www.jsonline.com/story/communities/west/2026/05/14/the-social-at-olympia-eyes-january-2027-opening-in-oconomowoc/90026708007/,2026-05-14 21:28:00,newsbatch_2_output,2026-05-15
Wawa,"Village of Silverton, Ohio (address not specified)",Opening,Not specified,grand opening with ribbon-cutting celebration,"A new Wawa convenience store opened in the Village of Silverton, marking the chain's 13th location in the area. The grand opening featured a ribbon-cutting celebration and drew a crowd. No specific street address was provided in the article content.",https://local12.com/news/local/gallery/community-turns-out-for-grand-opening-of-area-13th-wawa-store-location-convenience-drinks-food-snacks-shopping-competition-consumers-customers-prices-ribbon-cutting-silverton-ohio-cincinnati,2026-05-14 21:02:23,newsbatch_2_output,2026-05-15
Extra Space Storage,"2600 Madison Avenue, Bridgeport",Opening,"May 13, 2026",grand opening and ribbon cutting on May 13,"Extra Space Storage and PrimeSpace Capital celebrated the grand opening and ribbon cutting of a new self-storage facility on Wednesday, May 13. The project redeveloped a former Stop & Shop grocery store that had been vacant for about 10 years into a 138,000-square-foot, Class A, fully climate-controlled self-storage facility.",https://www.doingitlocal.com/2026/05/extra-space-storage-celebrates-grand-opening-at-former-stop-shop-site-in-bridgeport/,2026-05-14 21:00:00,newsbatch_2_output,2026-05-15
Coya's Café Mexican Grill,"Avenue of the Cities, Moline (address not specified)",Opening,"May 16, 2026","grand opening on May 16, 2026","Coya's Café Mexican Grill announced its grand opening at a new location on Avenue of the Cities in Moline, with a ribbon-cutting celebration on Saturday, May 16 at 11 a.m. The family-owned establishment will celebrate all day with free elote or a slice of pastel de tres leches for the first 50 purchases, live music, and a raffle. The store will stay open until 1 a.m. on opening day.",https://qctimes.com/life-entertainment/local/food-drink/article_fca249e8-b706-41ca-bfcb-cb43f1f495a8.html,2026-05-14 21:00:00,newsbatch_2_output,2026-05-15
Treat Street (formerly Class 520),"5 Dawson Ave, Rockville",Opening,Not specified,now open,"Class 520 at 5 Dawson Ave in Rockville has rebranded as Treat Street, specializing in Thai-style rolled ice cream. The store is already open with hours Monday–Thursday 12pm–9pm, Friday–Saturday 12pm–12am, and Sunday 12pm–9:30pm. No specific grand opening date was mentioned.",https://mocoshow.com/2026/05/14/treat-street-now-open-in-rockville/,2026-05-14 20:45:46,newsbatch_2_output,2026-05-15
Little Cloud Play House,"116 E. Avenue D, Downtown Killeen",Opening,"May 18, 2026","ribbon cutting on May 18, 2026","Little Cloud Play House is an indoor play space for young children and families, with a ribbon cutting hosted by the Greater Killeen Chamber of Commerce on Monday, May 18 at noon. The facility offers an imaginative environment focused on creativity, exploration, and play.",https://kdhnews.com/business/2-new-businesses-opening-in-downtown-killeen-ribbon-cuttings-set-for-monday/article_4aa26635-7f9e-4018-bfd2-cfe8319dbe68.html,2026-05-14 20:30:00,newsbatch_2_output,2026-05-15
The Scarlet Page,"116 E. Avenue D, Downtown Killeen",Opening,"May 18, 2026","ribbon cutting on May 18, 2026","The Scarlet Page is a specialty romance bookstore dedicated to curated reads that center diverse voices and experiences, with a ribbon cutting on Monday, May 18 at 12:15 p.m. The celebration is hosted by the Greater Killeen Chamber of Commerce. Attendees can browse romance collections and enjoy refreshments and tours.",https://kdhnews.com/business/2-new-businesses-opening-in-downtown-killeen-ribbon-cuttings-set-for-monday/article_4aa26635-7f9e-4018-bfd2-cfe8319dbe68.html,2026-05-14 20:30:00,newsbatch_2_output,2026-05-15
Aberdeen Ridge,Address not specified,Opening,"June 12, 2026",Open House & Grand Opening on June 12,"Article could not be fetched (403 error). Based on the title, Aberdeen Ridge is hosting an open house and grand opening celebration at a 15-acre community on June 12. No further details available.",https://www.manilatimes.net/2026/05/15/tmt-newswire/globenewswire/aberdeen-ridge-to-host-open-house-grand-opening-celebration-at-15-acre-community-june-12/2344376/amp,2026-05-14 20:05:18,newsbatch_2_output,2026-05-15
Train Daily Fitness,"41A Newnan Station Drive, Newnan",Opening,"June 27, 2026","grand opening on June 27, 2026","Train Daily Fitness will celebrate its grand opening on Saturday, June 27, 2026 at 10:00 a.m., featuring a free workout class, fitness challenges, local vendors, and giveaways. Prizes include free memberships, personal training sessions, and a Garmin watch. The event begins at 10:00 a.m.",https://thecitymenus.com/2026/05/14/train-daily-fitness-to-celebrate-grand-opening-in-newnan-with-free-workout-giveaways-and-fitness-challenges/,2026-05-14 20:03:45,newsbatch_2_output,2026-05-15
Tailgate Beach Club,"Mandalay Bay Resort and Casino, Las Vegas (address not specified)",Opening,"Not specified (this weekend, mid-May 2026)",grand opening this weekend,"The Tailgate Beach Club, a sports-themed dayclub designed by Celano Design Studio, is making its grand opening debut at Mandalay Bay Resort and Casino in Las Vegas. The venue features three heated pools, LED screens for 360-degree sports viewing, and capacity for up to 2,000 guests. It is open Thursday through Sunday from 11 a.m. to last call, with extended hours for special events.",https://cassiuslife.com/1400090/the-tailgate-beach-club-makes-its-debut-this-weekend-in-las-vegas/,2026-05-14 19:45:19,newsbatch_2_output,2026-05-15
