state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,address,contact_person,collective_bargaining_unit
Virginia,Cox Automotive,"Harrisonburg, VA",05/08/2020,05/17/2020,55,Layoff,,"*Due to COVID-19, Atlanta, GA 30328",Constance Walters,
Virginia,Medical Faculty Associates,"Arlington, Alexandria & Reston, VA",05/05/2020,07/05/2020,117,Closure,,"2150 Pennsylvania Ave NW, Washington, DC 20037",Ali Abrishami,
Virginia,Shutterfly Inc.,"Chesapeake, VA",05/04/2020,05/15/2020,308,Closure,,"2800 Bridge Parkway, Redwood City, CA 94065",Rex Buxton,
Virginia,Cenveo Corporation,"Richmond, VA",05/04/2020,05/04/2020,184,Closure,,"200 First Stamford Place, Second Floor, Stamford, CT 6902",Gina Genuario,
Virginia,Barcelona Wine Bar,"Reston, VA",05/02/2020,03/18/2020,66,Layoff,,"*Due to COVID-19, Reston, VA 20190",Belen Ruiz,
Virginia,Marriott Fairfax at Fair Oak,"Fairfax, VA",05/01/2020,03/21/2020,81,Layoff,,"*Due to COVID-19, Fairfax, VA 22033",Laura Warner,
Virginia,"Unilin North America, LLC (Mohawk Flooring)","Danville, VA",04/30/2020,06/30/2020,135,Closure,,"100 Maxine Road, Danville, VA 24541",Chaquetta Hill,
Virginia,Holiday Inn Alexandria Old Town,"Alexandria, VA",04/30/2020,03/23/2020,5,Layoff,,"*Due to COVID-19, Alexandria, VA 22314",Laura Warner,
Virginia,Regal Cinemas,"Springfield, VA",04/29/2020,03/17/2020,67,Layoff,,"*Due to COVID-19, Knoxville, TN 37920",Lorie Walker,
Virginia,Bloomin' Brands (Outback Steakhouse),"Charlottesville, Harrisonburg, Waynesboro, Lynchburg & Danville, VA",04/27/2020,03/21/2020,384,Layoff,,"*Due to COVID-19, Tampa, FL 33607",Ivette Kaptzan,
Virginia,Bloomin' Brands (Bonefish Grill),"Charlottesville, VA",04/27/2020,03/21/2020,44,Layoff,,"*Due to COVID-19, Tampa, FL 33607",Ivette Kaptzan,
Virginia,Bloomin' Brands (Outback Steakhouse),"Roanoke, VA",04/27/2020,03/15/2020,177,Layoff,,"*Due to COVID-19, Tampa, FL 33607",Ivette Kaptzan,
Virginia,Bloomin' Brands (Carrabba's Italian Grill),"Roanoke, VA",04/27/2020,03/15/2020,59,Layoff,,"*Due to COVID-19, Tampa, FL 33607",Ivette Kaptzan,
Virginia,Bloomin' Brands (Fleming's),"McLean, VA",04/27/2020,03/15/2020,45,Layoff,,"*Due to COVID-19, Tampa, FL 33607",Ivette Kaptzan,
Virginia,Bloomin' Brands (Bonefish Grill),"Alexandria, Arlington, Ashburn, Centreville, Fairfax & Gainesville, VA",04/27/2020,03/15/2020,291,Layoff,,"*Due to COVID-19, Tampa, FL 33607",Ivette Kaptzan,
Virginia,Bloomin' Brands (Carrabba's Italian Grill),"Fredericksburg, Chesapeake, Newport News, Virginia Beach & Williamsburg, VA",04/27/2020,03/21/2020,319,Layoff,,"*Due to COVID-19, Tampa, FL 33607",Ivette Kaptzan,
Virginia,Bloomin' Brands (Bonfish Grill),"Federicksburg, Newport News, Virginia Beach & Williamsburg, VA",04/27/2020,03/21/2020,201,Layoff,,"*Due to COVID-19, Tampa, FL 33607",Ivette Kaptzan,
Virginia,Bloomin's Brands (Outback Steakhouse),"Richmond, Mechanicsville & Midlothian, VA",04/27/2020,03/21/2020,326,Layoff,,"*Due to COVID-19, Tampa, FL 33607",Ivette Kaptzan,
Virginia,Bloomin' Brands (Fleming's),"Richmond, VA",04/27/2020,03/21/2020,40,Layoff,,"*Due to COVID-19, Tampa, FL 33607",Ivette Kaptzan,
Virginia,Hertz,"Arlington, VA",04/24/2020,04/14/2020,50,Layoff,,"8501 Williams Road, Estero, FL 33928",Karen Gittleman,"Rudolph Gardner, IBT, Local 922, 2120 Bladensburg Road Northeast #102, Washington, DC 20018; Milton Payne, President, IAM, District 12/Local Lodge 1486, 9110 Bridgewater St., College Park, MD 20740"
Virginia,Enterprise Holdings,"Norfolk, VA",04/24/2020,04/24/2020,84,Layoff,,"323 Alexander Lee Parkway, Williamsburg, VA 23185",Andrea Mann,
Virginia,Hilton Richmond Downtown,"Richmond, VA",04/24/2020,03/23/2020,109,Layoff,,"*COVID-19, New Orleans,, LA 70115",Leslie Morales,
Virginia,"Visionworks, Inc.","Charlottesville, VA",04/23/2020,03/21/2020,6,Layoff,,"*Due to COVID-19, San Antonio,, TX 78205",Jennifer Padilla,
Virginia,"Visionworks, Inc.","Hampton, Virginia Beach, Williamsburg & Norfolk, VA",04/23/2020,04/04/2020,19,Layoff,,"*Due to COVID-19, San Antonio, TX 78205",Jennifer Padilla,
Virginia,Eastern Specialty Finance Inc.,"Norfolk, Hampton, Tappahannock, Fredericksburg & Newport News, VA",04/21/2020,05/01/2020,5,Layoff,,"*Due to COVID-19, Cincinnati, OH 45236",Shannon Weigand,
Virginia,"Eastern Specialty Finance, Inc.","Richmond & Mechanicsville, VA",04/21/2020,05/01/2020,4,Layoff,,"*Due to COVID-19, Cincinnati, OH 45236",Shannon Weigand,
Virginia,Enterprise Holdings,"Arlington & Dulles, VA",04/20/2020,03/28/2020,77,Layoff,,"*Due to COVID-19, Alexandria, VA 22304",Lara Manville,"Teamsters #922, and Rudolph Gardner, 2120 Bladensburg Rd., NE, Ste 209, Washington, DC 20018"
Virginia,Eat'n Park Hospitality Group,"Bridgewater & Lexington, VA",04/17/2020,03/09/2020,192,Layoff,,"*Due to COVID-19, Homestead, PA 15120",Tony White,
Virginia,The Tile Shop,"Ridgway, VA",04/15/2020,03/26/2020,12,Closure,,"14000 Carlson Parkway, Plymouth, MN 55441",Marcy Rasmussen,
Virginia,Hyatt Centric,"Arlington, VA",04/13/2020,03/18/2020,79,Layoff,,"*Due to COVID-19, Arlington, VA 22209",Rosa Henriquez,
Virginia,Ames Cleaners and Formal Inc.,"Hampton, VA",04/13/2020,03/23/2020,25,Layoff,,"*Due to COVID-19, Hampton, VA 23663",Chris Ames,
Virginia,Allied Aviation Fueling Co.,"Arlington, VA",04/10/2020,04/10/2020,7,Layoff,,"*Due to COVID-19, Arlington, VA 22202",Edward Rose,"International Association of Machinists and Aerospace Workers, AFL-CIO, District 42"
Virginia,The Westin Virginia Beach Town Center,"Virginia Beach, VA",04/10/2020,03/25/2020,115,Layoff,,"*Due to COVID-19, Fairfax, VA 22030",Denise Reynolds,
Virginia,Utility Trailer Manufacturing Company,"Glade Spring, VA",04/09/2020,06/09/2020,326,Layoff,,"13160 Monroe Road, Glade Spring, VA 24340",Tim McVey,
Virginia,Jim Koons Automotive Companies,"Alexandria, Arlington, Falls Church, Sterling, Vienna & Woodbridge, VA",04/09/2020,03/23/2020,148,Layoff,,"*Due to COVID-19, Vienna, VA 22182",Karin Brumbaugh,
Virginia,Pleasant Valley Medical Center,"Virginia Beach, VA",04/09/2020,03/25/2020,2,Layoff,,"*Due to COVID-19, Virginia Beach, VA 23464",,
Virginia,Sysco,"Front Royal, VA",04/08/2020,03/20/2020,111,Layoff,,"*Due to COVID-19, Front Royal, VA 22630",Karen Peer,
Virginia,Kaiser Aluminum,"Richmond, VA",04/08/2020,04/03/2020,78,Layoff,,"*Due to COVID-19, Foothill Ranch, CA 92610",Jayne Sabo,
Virginia,IGS,"Chesterfield, VA",04/08/2020,03/26/2020,73,Layoff,,"*Due to COVID-19, Richmond, VA 23237",Margie Cain,
Virginia,G2 Secure Staff,"Arlington, VA",04/07/2020,03/27/2020,66,Layoff,,"*COVID-19, Irving, TX 75039",Tonya Holt,"SEUIU-32BJ, Manhattan Office, 25 West 18th St., New York, NY 10011"
Virginia,Avianca,"Dulles, VA",04/07/2020,04/01/2020,4,Layoff,,"*Due to COVID-19, Doral, FL 33166",Roxana Penutt,
Virginia,Washington Golf and Country Club,"Arlington, VA",04/06/2020,04/06/2020,188,Layoff,,"*Due to COVID-19, Arlington, VA 22207",Susan Elliot,
Virginia,Miller's Ale House,"Sterling, VA",04/06/2020,03/21/2020,73,Layoff,,"*Due to COVID-19, Orlando, FL 32819",Patti Nash,
Virginia,Bear Down Logistics,"Richmond, VA",04/06/2020,04/08/2020,75,Closure,,"4101 Carolina Avenue, Richmond, VA 23222",Michael Dipiazza,
Virginia,Westwood Country Club,"Vienna, VA",04/03/2020,04/06/2020,90,Layoff,,"*Due to COVID-19, Vienna, VA 22180",Bryan Stone,
Virginia,OneWeb,"McLean, VA",04/03/2020,03/20/2020,301,Layoff,,"*Due to COVID-19, McLean, VA 22102",Heid Dillard,
Virginia,Asbury Automotive Group-Richmond BMW,"Richmond, VA",04/03/2020,04/03/2020,11,Layoff,,"*Due to COVID-19, Duluth, GA 30097",Jed Milstein,
Virginia,Asbury Automotive Group-Crown MINI,"Richmond, VA",04/03/2020,04/06/2020,6,Layoff,,"*Due to COVID-19, Duluth, GA 30097",Jed Milstein,
Virginia,Asbury Automotive Group-Crown Acura,"Richmond, VA",04/03/2020,04/03/2020,8,Layoff,,"*Due to COVID-19, Duluth, GA 30097",Jed Milstein,
Virginia,Asbury Automotive Group - Richmond BMW Midlothian,"Midlothian, VA",04/03/2020,04/03/2020,16,Layoff,,"*Due to COVID-19, Duluth, GA 30097",Jed Milstein,
Virginia,"Trump National Golf Club Washington, D.C., LLC","Potomac Falls, VA",04/02/2020,04/02/2020,102,Layoff,,"*Due to COVID-19, Potomac Falls, VA 20165",Kevin Morris,
Virginia,Benihana National Corporation,"Dulles, VA",04/02/2020,03/17/2020,22,Layoff,,"*Due to COVID-19, Aventura, FL 33180",Sandra Cintado,
Virginia,"Scholle IPN Packaging, Inc.","Chilhowie, VA",04/01/2020,04/05/2020,128,Layoff,,"*Due to COVID-19, Northlake, IL 60164",Fadil Bushati,
Virginia,Martin-Bower Compnay,"Manassas, VA",04/01/2020,04/01/2020,61,Layoff,,"*Due to COVID-19, Manassass, VA 20109",David Gabrielson,Union Local 639
Virginia,"DTI Management, LLC","Arlington, VA",04/01/2020,04/01/2020,70,Layoff,,"*Due to COVID-19, Arlington, VA 22206",Jonathan Lieberman,
Virginia,Bartaco,"Fairfax & Reston, VA",04/01/2020,03/21/2020,175,Layoff,,"*Due to COVID-19, Fairfax, VA 22301",Marc Hinson,
Virginia,"Roger Brown's Sports Bar & Restaurant, Inc.","Portsmouth, VA",04/01/2020,03/18/2020,46,Layoff,,"*Due to COVID-19, Portmouth, VA 23704",Curtis Lyons,
Virginia,Super Shoes,"Staunton, Charlottesville, Lynchburg & Harrisonburg, VA",03/31/2020,03/20/2020,33,Layoff,,"*Due to COVID-19, Greenwich, CT 6830",Mark McGranahan,
Virginia,"OTG DCA Venture II, LLC","Arlington, VA",03/31/2020,03/16/2020,121,Layoff,,"*Due to COVID-19, North Wales, PA 19454",Brett Byers,"Unite Here Local 23, 1225 S Clark St., Suite 504 Arlington, VA 22202"
Virginia,Crescent Hotels & Resorts,"Tysons, VA",03/31/2020,04/03/2020,171,Layoff,,"*Due to COVID-19, Tysons, VA 22182",Laura Warner,"John Boardman, UniteHere Local 25, 901K Street, NW, Washington, DC 20001"
Virginia,Jim's Formal Wear,"Richmond, VA",03/31/2020,03/20/2020,44,Layoff,,"*Due to COVID-19, Trenton, IL 62293",Shannon Wilson,
Virginia,Jackson's Mighty Fine Food & Luck Lounge,"Reston, VA",03/30/2020,03/20/2020,137,Layoff,,"*Due to COVID-19, Reston, VA 20190",Jon,
Virginia,Costal Flats Tysons,"McLean, VA",03/30/2020,03/30/2020,135,Layoff,,"*Due to COVID-19, McLean, VA 22102",Jon Norton,
Virginia,First Home Care,"Newport News & Portsmouth, VA",03/30/2020,04/11/2020,43,Closure,,"1634 London Blvd, Portsmouth, VA 23704",Conny Goode,
Virginia,First Home Care Mental Health Services,"Richmond, VA",03/30/2020,04/11/2020,18,Closure,,"1634 London Blvd, Portsmouth, VA 23704",Conny Goode,
Virginia,The Alexandrian Hotel,"Alexandria, VA",03/28/2020,03/13/2020,115,Layoff,,"*Due to COVID-19, Alexandria, VA 22314",Nicole Pinkham,
Virginia,Paper Source,"Fairfax, Alexandria & Reston, VA",03/27/2020,03/29/2020,44,Layoff,,"*Due to COVID-19, Chicago, IL 60603",Rhonda Dutmer,
Virginia,Alsco,"Alexandria, VA",03/27/2020,03/19/2020,102,Layoff,,"*Due to COVID-19, Alexandria, VA 22304",Jennifer Crawford-Gomez,Workers Unite-Mid Atlantic Regional Joint Board and the International Brotherhood of Teamsters
Virginia,IHG Army Hotels,"Fort Lee, VA",03/27/2020,03/27/2020,74,Layoff,,"*Due to COVID-19, Fort Lee, VA 23801",Michael Bayer,
Virginia,Alsco,"Colonial Heights, VA",03/27/2020,03/18/2020,114,Layoff,,"*Due to COVID-19, Salt Lake City, UT 84102",James Fox,Workers Unite-Mid Atlantic Region Joint Board and The International Brotherhood of Teamsters
Virginia,"Cinemark USA, Inc.","Bristol, VA",03/26/2020,03/26/2020,26,Layoff,,"*Due to COVID-19, Plano, TX 75093",Sid Srivastava,
Virginia,Suit Supply Inc.,"McLean, VA",03/26/2020,03/29/2020,19,Layoff,,"*Due to COVID-19, New York, NY 10013",Lee Wilson,
Virginia,"Rod M. Rodgge, D.D.S.","Virginia Beach, VA",03/26/2020,03/30/2020,6,Layoff,,"*Due to COVID-19, Virginia Beach, VA 23455",Rod Rogge,
Virginia,Alsco,"Virginia Beach, VA",03/26/2020,03/20/2020,54,Layoff,,"*Due to COVID-19, Virginia Beach, VA 23455",John Tyler,Workers United and Teamsters Local #822
Virginia,Universal Companies,"Abington, VA",03/25/2020,04/01/2020,61,Layoff,,"*Due to COVID-19, Abington, VA 24210",Luann Ayers,
Virginia,Alsco,"Roanoke, VA",03/25/2020,03/18/2020,47,Layoff,,"*Due to COVID-19, Roanoke, VA 24017",Nick Dyson,"The Mid-Atlantic Regional Joint Board, Patrick Jones, Jr.; The Teamsters Local Union #17, James Pappas"
Virginia,HMS Host,"Dulles International Airport, VA",03/25/2020,03/16/2020,80,Layoff,,"*Due to COVID-19, Washington, DC 20041",Yvonne Spratley,
Virginia,Earl's Restaurant,"Tyson's Corner, VA",03/25/2020,03/25/2020,119,Layoff,,"*Due to COVID-19, Tyson's Corner, VA 22102",Tomelise Stefan Stefan,
Virginia,Case Architects & Remodels,"Falls Church, VA",03/25/2020,03/24/2020,24,Layoff,,"*Due to COVID-19, Falls Church, VA 22406",Allison Deland,
Virginia,"Route 60 & Associates, INC DBA Captin Groovy's Grill & Raw bar","Norfolk, VA",03/25/2020,03/17/2020,25,Layoff,,"*Due to COVID-19, Norfolk, VA 23503",Sandra White,
Virginia,First Source,"Toana, VA",03/25/2020,03/25/2020,49,Layoff,,"*Due to COVID-19, Toanao, VA 23168",Lisa Weekland,
Virginia,"Bonums Oyster Co., Inc.","Kinsale, VA",03/25/2020,03/25/2020,29,Layoff,,"*Due to COVID-19, Hague, VA 22496",Ronald Bonums,
Virginia,"BridgeStreet Cooprorate Housing LLC,","Reston, VA",03/24/2020,03/24/2020,68,Layoff,,"*Due to COVID-19, Reston, VA 20191",Naomi Rusek,
Virginia,Collegiate High Group,"Charlottesville, VA",03/23/2020,03/16/2020,66,Layoff,,"*Due to COVID-19, Louisville, KY 40245",Stephanie Appel,
Virginia,"Hooters of America, LLC","Chantilly, VA",03/23/2020,03/16/2020,45,Layoff,,"1815 The Exchange, Atlanta, GA 30339",Benjamin Benson,
Virginia,"Take 5 Oil Change-Driven Brands Shared Services, LLC","Chesapeake, VA Beach, Newport News, Portsmouth & Hampton, VA",03/23/2020,03/22/2020,42,Layoff,,"440 South Church Street, Suite 700, Charlotte, NC 28202",Kelsey Williams,
Virginia,"Hooters of America, LLC","Fredericksburg, VA",03/23/2020,03/20/2020,21,Layoff,,"1815 The Exchange, Atlanta, GA 30339",Benjamin Benson,
Virginia,America's Auto Auction,"Virginia Beach, VA",03/23/2020,03/23/2020,53,Layoff,,"*Due to COVID-19, Dallas, TX 75254",Ken Schwab,
Virginia,"A Head for Profits, LLC","Chesapeake, VA",03/23/2020,03/20/2020,45,Layoff,,"*Due to COVID-19, Nashville, TN 37228",Tracie Felker,
Virginia,Collegiate Hotel Group,"Richmond, VA",03/23/2020,03/16/2020,66,Layoff,,"*Due COVID-19, Louisville, KY 40245",Stephanie Appel,
Virginia,Brick Anchor Brew House,"Norfolk, VA",03/22/2020,03/22/2020,28,Layoff,,"*Due to COVID-19, Norfolk, VA 23510",Phil Smith,
Virginia,Super Shoes,"Christiansburg & Salem, VA",03/21/2020,03/20/2020,18,Layoff,,"*Due to COVID-19, Greenwich, CT 6830",Mark McGranahan,
Virginia,Sweetwater Tavern,"Centerville, VA",03/20/2020,03/20/2020,140,Layoff,,"*Due to COVID-19, Centerville, VA 20121",Jon Norton,
Virginia,Sweetwater Taven,"Sterling, VA",03/20/2020,03/20/2020,118,Layoff,,"*Due to COVID-19, Sterling, VA 20166",Jon Norton,
Virginia,Silverado,"Annadale, VA",03/20/2020,03/20/2020,80,Layoff,,"*Due to COVID-19, Annadale, VA 22003",Jon Norton,
Virginia,Patsy's Italian,"Fairfax, VA",03/20/2020,03/20/2020,100,Layoff,,"*Due to COVID-19, Fairfax, VA 22030",Jon Norton,
Virginia,Mynd Spa and Salon,"Fairfax Coner, VA",03/20/2020,03/19/2020,64,Layoff,,"*Due to COVID-19, Fairfax, VA 22030",Todd Walter,
Virginia,Mike's American Grill,"Springfield, VA",03/20/2020,03/20/2020,174,Layoff,,"*Due to COVID-19, Springfield, VA 22150",Jon Norton,
Virginia,Go Rentals,"Dulles, VA",03/20/2020,03/21/2020,275,Layoff,,"*Due to COVID-19, Newport Beach, CA 92660",Colleen Jones,
Virginia,Fred's Food Group,"Vienna, VA",03/20/2020,03/20/2020,225,Layoff,,"*Due to COVID-19, Vienna, VA 22182",Jon Norton,
Virginia,Fantastic Frizbe's Flying Food Factory,"Arlington, VA",03/20/2020,03/20/2020,128,Layoff,,"*Due to COVID-19, Arlington, VA 222006",Jon Norton,
Virginia,Costal Flats,"Faiffax, VA",03/20/2020,03/20/2020,134,Layoff,,"*Due to COVID-19, Fairfax, VA 22030",Jon Norton,
Virginia,Artie's,"Fairfax, VA",03/20/2020,03/20/2020,99,Layoff,,"*Due to COVID-19, Fairfax, VA 2230",Jon Norton,
Virginia,Uncle Julio’s Ballston,"N. Fairfax, VA",03/19/2020,03/19/2020,82,Layoff,,"*Due to COVID-19, Irving, TX 75061",Hillary Shahbabian,
Virginia,"CF Management-VA, LLC (X Sport Fitness)","Alexandria, VA",03/19/2020,03/18/2020,115,Layoff,,"*Due to COVID-19, Alexandria, VA 22302",Rachel Reger,
Virginia,Alamo Drafthouse Cinema,"Winchester, VA",03/19/2020,03/20/2020,122,Layoff,,"*Due to COVID-19, Winchester, VA 22602",Lisa Limoges,
Virginia,Skyline Tent Company,"Charlottesville, VA",03/18/2020,03/23/2020,65,Layoff,,"*Due to COVID-19, Charlottesville, VA 22902",Ashleigh Toms,
Virginia,Three Notch'd Brewing Company,"Charlottesville, VA",03/17/2020,03/17/2020,59,Layoff,,"*Due to COVID-19, Charlottesvile, VA 22902",Angela Carrodegus,
Virginia,Three Notch'd Brewing,"Harrisonburg, VA",03/17/2020,03/17/2020,6,Layoff,,"*Due to COVID-19, Charlottesville, VA 22902",Angela Carrodeguas,
Virginia,Bluffwalk Center,"Lynchburg, VA",03/17/2020,03/17/2020,98,Layoff,,"*Due to COVID-19, Lynchburg, VA 24504",Kimberly Christner,
Virginia,The Salvation Army,"Richmond, VA",03/09/2020,05/30/2020,38,Closure,,"Adult Rehibilitation Center, Atlanta, GA 30329",Major John Murphy,
Virginia,"NortonLifeLock, Inc.","Herndon, VA",03/03/2020,03/18/2020,73,Layoff,,"60 E. Rio Salado Parkway, Tempe, AZ 85281",Talin Danayan,
Virginia,Norfolk Southern,"Roanoke, VA",02/18/2020,04/18/2020,104,Closure,,"3 Commercial Place, Norfolk, VA 23510",Chris Decker,"IAM, IBBB, IBEW, NCF&O, SMART-MECHANICAL, TCU"
Virginia,The Virginian~Pilot,"Norfolk, VA",02/18/2020,04/27/2020,137,Closure,,"150 West Brambleton Avenue, Norfolk, VA 23510",Amanda LaPietra,Washington-Baltimore News Guild
Virginia,Earth Fare,"Roanoke, VA",02/17/2020,02/17/2020,94,Closure,,"220 Continuum Drive, Fletcher, NC 28732",Bethany Turon,
Virginia,Oakwood Worldwide,"Arlington, Alexandria & Chantilly, VA",01/28/2020,03/30/2020,35,,,"1 World Trade Center 24th Floor, Long Beach, CA 90831",Hortencia Garcia,
Virginia,"DynCorp International, LLC","Springfield, VA",01/19/2020,01/13/2021,58,Layoff,,"1700 Old Meadow Road, McLean, VA 22102",Tim Glazer,
Virginia,AECOM,"Virginia Beach, VA",01/17/2020,03/14/2020,102,,,"113 Arendell Street, Morehead City, NC 28557",Nicole Connolly,
Virginia,LSC Communications,"Strasburg, VA",01/14/2020,03/16/2020,384,Closure,,"191 North Wacker Drive, Chicago, IL 60606",Chuck Searles,
Virginia,Aramark (at VCU Health Systems),"Richmond, VA",01/13/2020,03/13/2020,572,Layoff,,"204 East Wilson Street, Wingate, NC 28174",Kelly Barrett,
Virginia,Shoppers Food & Pharmacy Store #2346,"Franconia, VA",01/07/2020,03/07/2020,54,Closure,,"16901 Melford Blvd., Suite 300, Bowie, MD 20715",Leticia Thomas,"Mark Federici, President, UFCW Local 400, 8400 Corporate Drive, Ste 200, Landover, MD 20785"
Virginia,"DTSV, Inc.","Arlington, VA",12/31/2019,02/29/2020,175,Layoff,,"739 Thimble Shoals Blvd, Suite 101, Newport News, VA 22202",Will David,
Virginia,Continental,"Newport news, VA",12/09/2019,02/07/2020,6,Closure,,"Vitesco Technologies USA, LLC, Newport News, VA 23602",Ricky Holcomb,International Association of Mechinists and Aerospace Workers AFL-CIO (representing some affected hourly employees)
Virginia,Shoppers Food & Pharmacy Store #2365,"Alexandria, VA",12/06/2019,02/05/2020,81,Closure,,"16901 Melford Blvd., Suite 300, Bowie, MD 20715",Leticia Thomas,"Mark Federici, President, UFCW Local 400, 8400 Corporate Drive, Ste. 200, Landover, MD 20785"
Virginia,Shoppers Food & Pharmacy Store #2344,"Mananssas, VA",12/06/2019,02/05/2020,55,Closure,,"16901 Melford Blvd., Suite 300, Bowie, MD 20715",Leticia Thomas,"Mark Federici, President, UFCW Local 400, 8400 Corporate Dr., Ste. 200, Landover, MD 20785"
Virginia,Northrop Grumman,"Richmond, VA",12/05/2019,02/04/2020,42,Layoff,,"Missile Defense and Protective Systems Division, Huntsville, AL 35806",Patrick McNally,
Virginia,Volvo Trucks North America,"Dublin, VA",11/22/2019,01/20/2020,700,Layoff,,"New River Valley Plant, Dublin, VA 24084",David Duford,
Virginia,Topgolf,"Alexandria, VA",11/12/2019,01/15/2020,198,Closure,,"8750 N. Central Expy., Suite 1200, Dallas, TX 75231",Season Trainor,
Virginia,Restaurant Associates,"Henrico, Glen Allen, Chester & Chesapeake, VA",11/07/2019,01/17/2020,282,Closure,,"31 Penn Plaza, New York, NY 10001",Joao Oliveira,
Virginia,Crescent Bank & Trust,"Cheseapeake, VA",11/05/2019,02/14/2020,187,,,"2121 Airline Drive, Suite 400, Metairie, LA 70001",Stephen Kirsch,
Virginia,National Express Transit (NEXT),"Arlington, VA",10/31/2019,12/31/2019,150,Closure,,"2601 Navistar Drive, Lisle, IL 60532",Ivy Posada,
Virginia,Lord+Taylor (Tyson's Corner Store),"McLean, VA",10/31/2019,01/31/2020,117,Closure,,"225 Liberty Street, New York, NY 10281",Sandy Hergott,
Virginia,Oakwood Worldwide (US) LP,"Arlington, Alexandria & Chantilly, VA",10/29/2019,12/30/2019,23,,,"1 Trade Center, 24th Floor, Long Beach, CA 90831",Hortencia Garcia,
Virginia,Smithfield,"Newport News, VA",10/28/2019,12/31/2019,39,Closure,,"121 Harwood Drive, Newport News, VA 23603",Annette Mollet,"The United Foods and Commercial Workers, Local #400, Mark Federici, President, 8400 Corporate Dr., #200, Landover, MD 20785, (301) 459-3400"
Virginia,"Advanced System Development, Inc. (ASD)","Arlington, VA",10/16/2019,12/16/2019,54,Layoff,,"6400 Arlington Blvd, Suite 850, Falls Church, VA 22042",Kimberly Roberts,
Virginia,Ominplex,"Arlington, VA",10/15/2019,12/15/2019,168,Layoff,,"14151 Park meadow Drive, Suite 300, Chantilly, VA 20151",Michelle Davis,
Virginia,Berry Global,"Winchester, VA",10/15/2019,05/01/2020,23,Closure,,"101 Oakly Street, Evansville, IN 44710",Heather Mayfield,
Virginia,"Teva Pharmaceuticals USA, Inc.","Forest, VA",10/11/2019,11/22/2019,220,Layoff,,"400 Interpace Pkwy MCC III, Bldg D, Parsippany, NJ 7054",Leander Jones,
Virginia,Lord+Tyalor (Sterling Store),"Sterling, VA",10/08/2019,12/24/2019,79,Closure,,"225 Liberty Street, New York, NY 10281",Sandy Hergott,
Virginia,"IKEA Industry Danville, LLC","Ringgold, VA",10/07/2019,12/13/2019,280,Closure,,"100 Ikea Drive, Ringgold, VA 24586",Herbert Eades,"The International Association of Machinists & Aerospace Workers, District Lodge 74, Local Lodge 727, AFL-CIO; Johnny Mayo (chief elected officer of the Union) 121 Laramie Circel, Danville, VA 24541"
Virginia,NetCentrics Corporation,"Arlington & Alexandria, VA",10/03/2019,11/30/2019,95,,,"205 Van Buren St., Suite 420, Herndon, VA 20170",Alisha Earls,
Virginia,Guest Services Inc.,"Williamsburg, VA",09/27/2019,12/01/2019,358,,,"3055 Prosperity Avenue, Fairfax, VA 22031",Danielle Verderosa,
Virginia,"True Health Diagnostic, LLC","Richmond, VA",09/27/2019,10/01/2019,126,Closure,,"737 North 5th Street, Suite 103, Richmond, VA 23219",Christiain Richards,
Virginia,Blackjewel,"Vansant, Jewell Ridge & Honaker, VA",09/23/2019,08/31/2019,214,Closure,,"1051 Main Street, Milton, WV 25541",Jaima Mahaney,
Virginia,Blackjewel,"Appalachia, VA",09/18/2019,09/18/2019,92,Closure,,"1051 Main Street, Milton, WV 25541",Jaima Mahaney,
Virginia,"Premier Fixtures, LLC","Henrico & Sandston, VA",09/11/2019,09/13/2019,190,Closure,,"400 Oser Ave., Suite 350, Hauppauge, NY 11788",Jennifer Filippone,
Virginia,Mednax Health Solutions Partner,"Glen Allen, VA",08/27/2019,11/01/2019,61,Closure,,"1301 Concord Terrace, Sunrise, FL 33323",Kathleen Haims,
Virginia,Kimball Hospitality,"Martinsville, VA",07/29/2019,03/31/2020,54,Closure,,"451 Beaver Creek Drive, Martinsville, VA 24112",Larry Freeman,
Virginia,AECOM,"Norfolk & Virginia Beach, VA",07/29/2019,09/30/2019,101,Layoff,,"113 Arendell Street, Morehead City, NC 28557",Nicole Connolly,
Virginia,"True Health Diagnostics, LLC","Richmond, VA",07/29/2019,07/29/2019,399,,,"737 North 5th Street, Suite 103, Richmond, VA 23219",Christian Richards,
Virginia,FreightCar America,"Roanoke, VA",07/22/2019,09/20/2019,200,Closure,,"830 Campbell Avenue SE, Roanoke, VA 24013",Kaitlyn Ayers,The Brotherhood of Railway Carmen Local 6016
Virginia,Sykes,"Vansant, VA",06/26/2019,09/03/2019,197,Layoff,,"400 North Ashley Drive, Tampa, FL 33602",Donna Bluestone,
Virginia,Graham Packaging Company,"Harrisonburg, VA",06/24/2019,09/04/2019,115,Closure Layoff,,"700 Indian Springs Drive, Suite 100, Lancaster, PA 17601",Mike Field,
Virginia,Rubbermaid Commercial Products,"Winchester, VA",06/19/2019,09/30/2019,49,Layoff,,"3124 Valley Avenue, Winchester, VA 22601",Erin Straight,
Virginia,"Kontoor Brands, Inc. Distribution Center","Luray, VA",06/12/2019,08/15/2019,75,Layoff,,"101 Blue bell Avenue, Luray, VA 22835",Nancy Zavala,
